name,record,wins,losses,draws,height,weight,reach,stance,dob,strikes_landed_per_min,striking_accuracy,strikes_absorbed_per_min,striking_defense,takedown_average,takedown_accuracy,takedown_defense,submission_average,fighter_url,height_inches,weight_lbs,reach_inches,dob_parsed,total_fights,win_percentage
Cory McKenna,8-4-0,8.0,4.0,0.0,"5' 3""",115 lbs.,"58""",Orthodox,"Jul 11, 1999",2.94,0.0,3.68,0.46,0.0,0.47,0.75,0.0,http://ufcstats.com/fighter-details/3351aa64aa83c4d9,63.0,115.0,58.0,1999-07-11,12.0,0.6666666666666666
Calvin Kattar,23-10-0,23.0,10.0,0.0,"5' 11""",145 lbs.,"72""",Orthodox,"Mar 26, 1988",4.41,0.0,6.55,0.54,0.0,0.29,0.77,0.0,http://ufcstats.com/fighter-details/751de04455cfaac0,71.0,145.0,72.0,1988-03-26,33.0,0.696969696969697
Arman Tsarukyan,23-3-0,23.0,3.0,0.0,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",3.85,0.0,1.8,0.54,0.0,0.37,0.75,0.0,http://ufcstats.com/fighter-details/eae48ff31db420c2,67.0,155.0,72.0,1996-10-11,26.0,0.8846153846153846
Julija Stoliarenko,11-10-2,11.0,10.0,2.0,"5' 7""",125 lbs.,"66""",Orthodox,"Apr 08, 1993",2.74,0.0,4.45,0.46,0.0,0.2,0.54,0.0,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,67.0,125.0,66.0,1993-04-08,23.0,0.4782608695652174
Mohammed Usman,12-4-0,12.0,4.0,0.0,"6' 2""",239 lbs.,"79""",Orthodox,"Apr 01, 1989",3.85,0.0,4.27,0.51,0.0,0.14,0.66,0.0,http://ufcstats.com/fighter-details/da7f113b5ea39c43,74.0,239.0,79.0,1989-04-01,16.0,0.75
Jack Della Maddalena,18-3-0,18.0,3.0,0.0,"5' 11""",170 lbs.,"73""",Switch,"Sep 10, 1996",5.57,0.0,3.84,0.63,0.0,0.1,0.64,0.0,http://ufcstats.com/fighter-details/6b453bc35a823c3f,71.0,170.0,73.0,1996-09-10,21.0,0.8571428571428571
Jimmy Flick,17-9-0,17.0,9.0,0.0,"5' 7""",125 lbs.,"68""",Orthodox,"Sep 07, 1990",1.67,0.0,4.7,0.43,0.0,0.33,0.0,0.0,http://ufcstats.com/fighter-details/09e62c450e754913,67.0,125.0,68.0,1990-09-07,26.0,0.6538461538461539
Raul Rosas Jr.,11-1-0,11.0,1.0,0.0,"5' 9""",135 lbs.,"67""",Switch,"Oct 08, 2004",1.51,0.0,1.37,0.5,0.0,0.41,0.0,0.0,http://ufcstats.com/fighter-details/fe2babf95de24fb1,69.0,135.0,67.0,2004-10-08,12.0,0.9166666666666666
Dusko Todorovic,13-6-0,13.0,6.0,0.0,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",4.73,0.0,4.4,0.48,0.0,0.21,0.42,0.0,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,73.0,185.0,74.0,1994-05-19,19.0,0.6842105263157895
Chad Anheliger,13-8-0,13.0,8.0,0.0,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 01, 1986",3.11,0.0,2.76,0.53,0.0,0.3,0.38,0.0,http://ufcstats.com/fighter-details/c7c39e2fb70248b3,66.0,135.0,64.0,1986-12-01,21.0,0.6190476190476191
Randy Brown,20-7-0,20.0,7.0,0.0,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990",4.49,0.0,3.33,0.54,0.0,0.39,0.73,0.0,http://ufcstats.com/fighter-details/c6aee362c7a7d482,75.0,170.0,78.0,1990-07-08,27.0,0.7407407407407407
Junior Tafa,6-4-0,6.0,4.0,0.0,"6' 3""",205 lbs.,"75""",Orthodox,"Sep 21, 1996",3.19,0.0,2.49,0.51,0.0,0.0,0.69,0.0,http://ufcstats.com/fighter-details/c15fa95b9a12fde4,75.0,205.0,75.0,1996-09-21,10.0,0.6
Viktoriia Dudakova,8-2-0,8.0,2.0,0.0,"5' 5""",115 lbs.,"67""",Orthodox,"Jan 26, 1999",2.87,0.0,3.4,0.5,0.0,0.35,0.33,0.0,http://ufcstats.com/fighter-details/6c9b66b43663f2f7,65.0,115.0,67.0,1999-01-26,10.0,0.8
Carlos Prates,23-7-0,23.0,7.0,0.0,"6' 1""",170 lbs.,"78""",Switch,"Aug 17, 1993",3.77,0.0,4.53,0.47,0.0,0.1,0.8,0.0,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,73.0,170.0,78.0,1993-08-17,30.0,0.7666666666666667
Tecia Pennington,15-8-0,15.0,8.0,0.0,"5' 1""",115 lbs.,"60""",Orthodox,"Aug 16, 1989",4.73,0.0,3.48,0.61,0.0,0.14,0.62,0.0,http://ufcstats.com/fighter-details/31ef8b67e13495b3,61.0,115.0,60.0,1989-08-16,23.0,0.6521739130434783
Drakkar Klose,16-3-1,16.0,3.0,1.0,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988",4.25,0.0,3.65,0.49,0.0,0.26,0.69,0.0,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,69.0,155.0,70.0,1988-03-09,20.0,0.8
Daria Zhelezniakova,10-2-0,10.0,2.0,0.0,"5' 9""",135 lbs.,"68""",Orthodox,"Jan 23, 1996",4.75,0.0,2.83,0.68,0.0,0.1,0.5,0.0,http://ufcstats.com/fighter-details/07047eb7d17fb0a2,69.0,135.0,68.0,1996-01-23,12.0,0.8333333333333334
Rinya Nakamura,10-1-0,10.0,1.0,0.0,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 23, 1995",3.27,0.0,1.72,0.63,0.0,0.81,0.1,0.0,http://ufcstats.com/fighter-details/d8c811df0386d5e8,67.0,135.0,68.0,1995-03-23,11.0,0.9090909090909091
Diego Ferreira,19-7-0,19.0,7.0,0.0,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",4.7,0.0,3.46,0.55,0.0,0.3,0.57,0.0,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,69.0,155.0,74.0,1985-01-18,26.0,0.7307692307692307
Ramon Taveras,10-4-0,10.0,4.0,0.0,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 09, 1994",4.07,0.0,6.45,0.54,0.0,0.0,0.72,0.0,http://ufcstats.com/fighter-details/c5ccd878231c5407,68.0,145.0,70.0,1994-01-09,14.0,0.7142857142857143
Charlie Campbell,9-3-0,9.0,3.0,0.0,"6' 0""",155 lbs.,"72""",Orthodox,"Jul 03, 1995",5.23,0.0,4.17,0.55,0.0,0.36,0.62,0.0,http://ufcstats.com/fighter-details/b39f7a6c2be17ee8,72.0,155.0,72.0,1995-07-03,12.0,0.75
Kevin Jousset,10-4-0,10.0,4.0,0.0,"6' 2""",170 lbs.,"75""",Orthodox,"May 02, 1993",6.61,0.0,6.49,0.5,0.0,0.4,0.1,0.0,http://ufcstats.com/fighter-details/dda15dbfafb792df,74.0,170.0,75.0,1993-05-02,14.0,0.7142857142857143
Nathan Fletcher,9-3-0,9.0,3.0,0.0,"5' 7""",135 lbs.,"70""",Orthodox,"Jan 03, 1998",3.41,0.0,2.16,0.57,0.0,0.38,0.5,0.0,http://ufcstats.com/fighter-details/a2d342ffc83913ed,67.0,135.0,70.0,1998-01-03,12.0,0.75
Ludovit Klein,24-5-1,24.0,5.0,1.0,"5' 7""",155 lbs.,"72""",Southpaw,"Feb 22, 1995",3.76,0.0,3.48,0.53,0.0,0.51,0.76,0.0,http://ufcstats.com/fighter-details/5b86d491d63890c5,67.0,155.0,72.0,1995-02-22,30.0,0.8
Carlos Ulberg,14-1-0,14.0,1.0,0.0,"6' 4""",205 lbs.,"77""",Orthodox,"Nov 07, 1990",6.54,0.0,4.04,0.51,0.0,0.6,0.85,0.0,http://ufcstats.com/fighter-details/9014c02eff8b3d62,76.0,205.0,77.0,1990-11-07,15.0,0.9333333333333333
Edgar Chairez,12-6-0 (1 NC),12.0,6.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5ef94841c4bc3f86,0.0,0.0,0.0,,18.0,0.6666666666666666
Song Kenan,22-9-0,22.0,9.0,0.0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990",4.49,0.0,5.82,0.51,0.0,0.3,0.73,0.0,http://ufcstats.com/fighter-details/32490e80ddab1e5a,72.0,170.0,71.0,1990-03-10,31.0,0.7096774193548387
Chepe Mariscal,18-7-0 (1 NC),18.0,7.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,0.0,0.0,0.0,,25.0,0.72
Charles Oliveira,36-11-0 (1 NC),36.0,11.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/07225ba28ae309b6,0.0,0.0,0.0,,47.0,0.7659574468085106
Jim Miller,38-19-0 (1 NC),38.0,19.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d1941565abf50b16,0.0,0.0,0.0,,57.0,0.6666666666666666
Tuco Tokkos,11-5-0,11.0,5.0,0.0,"6' 4""",205 lbs.,"76""",Orthodox,"Jun 30, 1990",2.12,0.0,4.27,0.46,0.0,0.47,0.33,0.0,http://ufcstats.com/fighter-details/3e8118c1ab52f211,76.0,205.0,76.0,1990-06-30,16.0,0.6875
Henry Cejudo,16-5-0,16.0,5.0,0.0,"5' 4""",135 lbs.,"64""",Orthodox,"Feb 09, 1987",3.82,0.0,3.46,0.59,0.0,0.31,0.76,0.0,http://ufcstats.com/fighter-details/056c493bbd76a918,64.0,135.0,64.0,1987-02-09,21.0,0.7619047619047619
Rose Namajunas,15-7-0,15.0,7.0,0.0,"5' 5""",125 lbs.,"65""",Orthodox,"Jun 29, 1992",3.6,0.0,3.38,0.63,0.0,0.5,0.62,0.0,http://ufcstats.com/fighter-details/47b63240018d5d86,65.0,125.0,65.0,1992-06-29,22.0,0.6818181818181818
Alex Perez,25-10-0,25.0,10.0,0.0,"5' 6""",125 lbs.,"65""",Orthodox,"Mar 21, 1992",4.16,0.0,3.22,0.58,0.0,0.48,0.75,0.0,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,66.0,125.0,65.0,1992-03-21,35.0,0.7142857142857143
Marek Bujlo,6-1-0,6.0,1.0,0.0,"6' 4""",265 lbs.,"77""",Orthodox,"Oct 10, 1992",2.07,0.0,3.27,0.37,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ac0874309da489b9,76.0,265.0,77.0,1992-10-10,7.0,0.8571428571428571
Santiago Luna,7-0-0,7.0,0.0,0.0,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 06, 2004",5.36,0.0,4.29,0.5,0.0,0.0,0.1,0.0,http://ufcstats.com/fighter-details/faf317c665546a36,69.0,135.0,74.0,2004-08-06,7.0,1.0
Said Nurmagomedov,18-5-0,18.0,5.0,0.0,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",3.08,0.0,2.05,0.55,0.0,0.15,0.63,0.0,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,68.0,135.0,70.0,1992-04-05,23.0,0.782608695652174
Felipe dos Santos,8-3-0 (1 NC),8.0,3.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5cdf5339728f580d,0.0,0.0,0.0,,11.0,0.7272727272727273
Jordan Leavitt,12-3-0,12.0,3.0,0.0,"5' 9""",155 lbs.,"71""",Southpaw,"Jun 02, 1995",2.49,0.0,1.79,0.57,0.0,0.3,0.3,0.0,http://ufcstats.com/fighter-details/ac026518a9b4dc0f,69.0,155.0,71.0,1995-06-02,15.0,0.8
Marina Rodriguez,17-6-2,17.0,6.0,2.0,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987",4.51,0.0,3.01,0.55,0.0,0.5,0.61,0.0,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,66.0,115.0,65.0,1987-04-29,25.0,0.68
Jose Delgado,10-2-0,10.0,2.0,0.0,"5' 11""",145 lbs.,"74""",Switch,"Apr 21, 1998",8.22,0.0,5.44,0.47,0.0,0.42,0.6,0.0,http://ufcstats.com/fighter-details/7d6ceff6747f2de2,71.0,145.0,74.0,1998-04-21,12.0,0.8333333333333334
SeungWoo Choi,11-8-0,11.0,8.0,0.0,"6' 0""",145 lbs.,"74""",Orthodox,"Nov 03, 1992",3.56,0.0,3.16,0.47,0.0,0.54,0.7,0.0,http://ufcstats.com/fighter-details/a68575214ecad140,72.0,145.0,74.0,1992-11-03,19.0,0.5789473684210527
Caio Machado,8-4-1,8.0,4.0,1.0,"6' 4""",250 lbs.,"78""",Southpaw,"Jul 20, 1994",5.82,0.0,2.87,0.63,0.0,0.0,0.82,0.0,http://ufcstats.com/fighter-details/89839250eb25c9c1,76.0,250.0,78.0,1994-07-20,13.0,0.6153846153846154
Jean Silva,16-3-0,16.0,3.0,0.0,"5' 7""",145 lbs.,"69""",Orthodox,"Dec 27, 1996",4.79,0.0,4.69,0.54,0.0,0.5,0.78,0.0,http://ufcstats.com/fighter-details/52ef95b5860fb28c,67.0,145.0,69.0,1996-12-27,19.0,0.8421052631578947
Uran Satybaldiev,9-1-0,9.0,1.0,0.0,"6' 4""",205 lbs.,"79""",Orthodox,"Aug 10, 1994",2.14,0.0,3.66,0.44,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/02f484417a6fa69d,76.0,205.0,79.0,1994-08-10,10.0,0.9
Dylan Budka,7-5-0,7.0,5.0,0.0,"6' 0""",185 lbs.,"75""",Switch,"Jan 14, 2000",1.06,0.0,1.8,0.42,0.0,0.38,0.76,0.0,http://ufcstats.com/fighter-details/a817e238b2747404,72.0,185.0,75.0,2000-01-14,12.0,0.5833333333333334
Shavkat Rakhmonov,19-0-0,19.0,0.0,0.0,"6' 1""",170 lbs.,"77""",Orthodox,"Oct 23, 1994",3.25,0.0,2.17,0.51,0.0,0.25,0.85,0.0,http://ufcstats.com/fighter-details/01afe0916a40c7c5,73.0,170.0,77.0,1994-10-23,19.0,1.0
Feng Xiaocan,10-4-0,10.0,4.0,0.0,"5' 7""",115 lbs.,"67""",Southpaw,"Oct 27, 2001",4.18,0.0,1.49,0.68,0.0,0.1,0.63,0.0,http://ufcstats.com/fighter-details/c940b42df95bbd28,67.0,115.0,67.0,2001-10-27,14.0,0.7142857142857143
Elijah Smith,9-1-0,9.0,1.0,0.0,"5' 9""",135 lbs.,"71""",Orthodox,"Sep 05, 2002",4.45,0.0,3.4,0.47,0.0,0.53,0.57,0.0,http://ufcstats.com/fighter-details/7478b7f959ba61f5,69.0,135.0,71.0,2002-09-05,10.0,0.9
Jairzinho Rozenstruik,15-6-0,15.0,6.0,0.0,"6' 2""",242 lbs.,"78""",Orthodox,"Mar 17, 1988",3.48,0.0,2.63,0.52,0.0,0.0,0.72,0.0,http://ufcstats.com/fighter-details/2cd428e9606856fd,74.0,242.0,78.0,1988-03-17,21.0,0.7142857142857143
Eric McConico,10-4-1,10.0,4.0,1.0,"6' 0""",185 lbs.,"77""",Southpaw,"May 09, 1990",2.61,0.0,3.23,0.46,0.0,0.0,0.64,0.0,http://ufcstats.com/fighter-details/9508cc6184cb2450,72.0,185.0,77.0,1990-05-09,15.0,0.6666666666666666
Mike Davis,12-3-0,12.0,3.0,0.0,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 07, 1992",4.73,0.0,5.23,0.54,0.0,0.44,0.6,0.0,http://ufcstats.com/fighter-details/fb3e61720be4690c,72.0,155.0,72.0,1992-10-07,15.0,0.8
Muin Gafurov,20-6-0,20.0,6.0,0.0,"5' 7""",135 lbs.,"68""",Orthodox,"May 17, 1996",2.89,0.0,2.21,0.52,0.0,0.26,0.7,0.0,http://ufcstats.com/fighter-details/a54660deb6a8489c,67.0,135.0,68.0,1996-05-17,26.0,0.7692307692307693
Marcin Tybura,27-10-0,27.0,10.0,0.0,"6' 3""",246 lbs.,"78""",Orthodox,"Nov 09, 1985",3.59,0.0,3.33,0.55,0.0,0.33,0.75,0.0,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,75.0,246.0,78.0,1985-11-09,37.0,0.7297297297297297
Punahele Soriano,12-4-0,12.0,4.0,0.0,"5' 11""",170 lbs.,"72""",Southpaw,"Nov 22, 1992",4.66,0.0,3.42,0.47,0.0,0.48,0.4,0.0,http://ufcstats.com/fighter-details/64facb6cc564262d,71.0,170.0,72.0,1992-11-22,16.0,0.75
Nasrat Haqparast,18-6-0,18.0,6.0,0.0,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",6.36,0.0,6.0,0.63,0.0,0.2,0.86,0.0,http://ufcstats.com/fighter-details/b7b84ccd221be298,70.0,155.0,72.0,1995-08-22,24.0,0.75
Alessandro Costa,14-5-0,14.0,5.0,0.0,"5' 4""",125 lbs.,"67""",Orthodox,"Jan 28, 1996",3.64,0.0,3.57,0.57,0.0,0.16,0.83,0.0,http://ufcstats.com/fighter-details/3fa97913cfd205d3,64.0,125.0,67.0,1996-01-28,19.0,0.7368421052631579
Diana Belbita,15-10-0,15.0,10.0,0.0,"5' 7""",125 lbs.,"68""",Orthodox,"Jun 26, 1996",6.45,0.0,6.55,0.51,0.0,0.62,0.64,0.0,http://ufcstats.com/fighter-details/d7e40dca3ae125be,67.0,125.0,68.0,1996-06-26,25.0,0.6
Ateba Gautier,9-1-0,9.0,1.0,0.0,"6' 4""",185 lbs.,"81""",Switch,"Apr 10, 2002",6.57,0.0,1.95,0.53,0.0,0.1,0.92,0.0,http://ufcstats.com/fighter-details/2f815ed5f8278ba6,76.0,185.0,81.0,2002-04-10,10.0,0.9
Stipe Miocic,20-5-0,20.0,5.0,0.0,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982",4.67,0.0,4.01,0.52,0.0,0.34,0.65,0.0,http://ufcstats.com/fighter-details/d28dee5c705991df,76.0,240.0,80.0,1982-08-19,25.0,0.8
Macy Chiasson,11-5-0,11.0,5.0,0.0,"5' 11""",135 lbs.,"72""",Orthodox,"Jul 27, 1991",3.5,0.0,2.86,0.45,0.0,0.37,0.72,0.0,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,71.0,135.0,72.0,1991-07-27,16.0,0.6875
Yanal Ashmouz,8-2-0,8.0,2.0,0.0,"5' 9""",155 lbs.,"69""",Orthodox,"Mar 31, 1995",2.88,0.0,4.78,0.5,0.0,0.38,0.64,0.0,http://ufcstats.com/fighter-details/c739c2995a275314,69.0,155.0,69.0,1995-03-31,10.0,0.8
Lucas Rocha,18-2-0,18.0,2.0,0.0,"5' 3""",125 lbs.,"64""",Orthodox,"Aug 12, 2000",5.09,0.0,3.67,0.56,0.0,0.75,0.76,0.0,http://ufcstats.com/fighter-details/e0d3d9b564f95635,63.0,125.0,64.0,2000-08-12,20.0,0.9
Austin Vanderford,13-3-0,13.0,3.0,0.0,"5' 11""",170 lbs.,"74""",Orthodox,"Mar 21, 1990",3.04,0.0,2.71,0.48,0.0,0.35,0.1,0.0,http://ufcstats.com/fighter-details/32c3ee378671a5d9,71.0,170.0,74.0,1990-03-21,16.0,0.8125
Kyler Phillips,12-4-0,12.0,4.0,0.0,"5' 8""",135 lbs.,"72""",Orthodox,"Jun 12, 1995",5.04,0.0,3.83,0.6,0.0,0.45,0.75,0.0,http://ufcstats.com/fighter-details/60425d07ef4b91a7,68.0,135.0,72.0,1995-06-12,16.0,0.75
Klaudia Sygula,7-2-0,7.0,2.0,0.0,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 30, 1998",5.3,0.0,4.73,0.57,0.0,0.2,0.33,0.0,http://ufcstats.com/fighter-details/9f5e3c20ce40b344,68.0,135.0,69.0,1998-12-30,9.0,0.7777777777777778
Oumar Sy,12-1-0,12.0,1.0,0.0,"6' 4""",205 lbs.,"83""",Orthodox,"Nov 21, 1995",3.67,0.0,1.72,0.7,0.0,0.36,0.1,0.0,http://ufcstats.com/fighter-details/46e2011d92463b7e,76.0,205.0,83.0,1995-11-21,13.0,0.9230769230769231
Shem Rock,12-2-1,12.0,2.0,1.0,"5' 11""",155 lbs.,"73""",Southpaw,"Nov 05, 1993",2.93,0.0,3.4,0.56,0.0,0.11,0.8,0.0,http://ufcstats.com/fighter-details/52b6bf4528130e86,71.0,155.0,73.0,1993-11-05,15.0,0.8
Joseph Morales,15-2-0,15.0,2.0,0.0,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994",2.0,0.0,2.05,0.57,0.0,0.42,0.26,0.0,http://ufcstats.com/fighter-details/2fe9032955c2e013,66.0,125.0,69.0,1994-08-22,17.0,0.8823529411764706
Adam Fugitt,10-5-0,10.0,5.0,0.0,"6' 1""",170 lbs.,"77""",Southpaw,"Jan 12, 1989",4.59,0.0,4.54,0.51,0.0,0.25,0.5,0.0,http://ufcstats.com/fighter-details/a01a62132460a98d,73.0,170.0,77.0,1989-01-12,15.0,0.6666666666666666
Roman Kopylov,14-5-0,14.0,5.0,0.0,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1992",4.59,0.0,5.18,0.52,0.0,0.47,0.88,0.0,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,72.0,185.0,75.0,1992-05-04,19.0,0.7368421052631579
Jalin Turner,15-9-0,15.0,9.0,0.0,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",5.53,0.0,4.55,0.41,0.0,0.55,0.75,0.0,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,75.0,155.0,77.0,1995-05-18,24.0,0.625
Bolaji Oki,10-3-0,10.0,3.0,0.0,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 15, 1995",6.59,0.0,5.15,0.61,0.0,0.6,0.66,0.0,http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,70.0,155.0,73.0,1995-11-15,13.0,0.7692307692307693
Yair Rodriguez,21-6-0 (1 NC),21.0,6.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/cbf5e6f231b55443,0.0,0.0,0.0,,27.0,0.7777777777777778
Themba Gorimbo,14-6-0,14.0,6.0,0.0,"6' 1""",170 lbs.,"77""",Orthodox,"Jan 23, 1991",2.72,0.0,1.32,0.51,0.0,0.65,0.72,0.0,http://ufcstats.com/fighter-details/40f3cb27fc7305a1,73.0,170.0,77.0,1991-01-23,20.0,0.7
Ante Delija,26-7-0,26.0,7.0,0.0,"6' 3""",239 lbs.,"78""",Orthodox,"Aug 07, 1990",4.81,0.0,2.65,0.38,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7d8435c56043b0ae,75.0,239.0,78.0,1990-08-07,33.0,0.7878787878787878
Jasmine Jasudavicius,14-4-0,14.0,4.0,0.0,"5' 7""",125 lbs.,"68""",Orthodox,"Mar 01, 1989",3.7,0.0,3.71,0.51,0.0,0.44,0.75,0.0,http://ufcstats.com/fighter-details/a9e260472d321361,67.0,125.0,68.0,1989-03-01,18.0,0.7777777777777778
Luana Pinheiro,11-5-0,11.0,5.0,0.0,"5' 2""",115 lbs.,"62""",Orthodox,"Nov 18, 1992",3.29,0.0,4.06,0.6,0.0,0.37,0.71,0.0,http://ufcstats.com/fighter-details/a3a542074109b347,62.0,115.0,62.0,1992-11-18,16.0,0.6875
Ricky Turcios,13-5-0,13.0,5.0,0.0,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993",4.73,0.0,3.72,0.52,0.0,0.2,0.44,0.0,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,69.0,135.0,71.0,1993-06-05,18.0,0.7222222222222222
Molly McCann,14-8-0,14.0,8.0,0.0,"5' 4""",115 lbs.,"62""",Orthodox,"May 04, 1990",5.28,0.0,4.65,0.62,0.0,0.36,0.38,0.0,http://ufcstats.com/fighter-details/51018a31ddf31eb2,64.0,115.0,62.0,1990-05-04,22.0,0.6363636363636364
Donte Johnson,7-0-0,7.0,0.0,0.0,"5' 8""",185 lbs.,"74""",Southpaw,"Jan 25, 1999",3.34,0.0,1.87,0.58,0.0,0.1,0.8,0.0,http://ufcstats.com/fighter-details/ad5cb64af10fc946,68.0,185.0,74.0,1999-01-25,7.0,1.0
Brando Pericic,5-1-0,5.0,1.0,0.0,"6' 5""",245 lbs.,"79""",Orthodox,"Aug 03, 1994",15.13,0.0,1.57,0.66,0.0,0.0,0.1,0.0,http://ufcstats.com/fighter-details/d0fd0d9ee560dae7,77.0,245.0,79.0,1994-08-03,6.0,0.8333333333333334
Grant Dawson,23-2-1,23.0,2.0,1.0,"5' 10""",155 lbs.,"72""",Switch,"Feb 20, 1994",3.2,0.0,2.11,0.44,0.0,0.4,0.57,0.0,http://ufcstats.com/fighter-details/99bd51917728c25d,70.0,155.0,72.0,1994-02-20,26.0,0.8846153846153846
Eryk Anders,17-9-0 (1 NC),17.0,9.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/cad24459b28592ca,0.0,0.0,0.0,,26.0,0.6538461538461539
Ariane da Silva,17-11-0,17.0,11.0,0.0,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",4.05,0.0,4.4,0.5,0.0,0.38,0.68,0.0,http://ufcstats.com/fighter-details/6551c64fbcd1a467,66.0,125.0,67.0,1994-01-26,28.0,0.6071428571428571
Vinc Pichel,14-5-0,14.0,5.0,0.0,"5' 10""",155 lbs.,"72""",Orthodox,"Nov 23, 1982",3.78,0.0,3.17,0.54,0.0,0.51,0.31,0.0,http://ufcstats.com/fighter-details/c77a953488e5607d,70.0,155.0,72.0,1982-11-23,19.0,0.7368421052631579
Elves Brener,16-6-0,16.0,6.0,0.0,"5' 10""",155 lbs.,"72""",Orthodox,"Sep 27, 1997",4.76,0.0,5.86,0.5,0.0,0.16,0.76,0.0,http://ufcstats.com/fighter-details/48a9a128784d53d1,70.0,155.0,72.0,1997-09-27,22.0,0.7272727272727273
AJ Cunningham,11-5-0,11.0,5.0,0.0,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 07, 1994",4.22,0.0,6.31,0.48,0.0,0.0,0.46,0.0,http://ufcstats.com/fighter-details/d1053e55f00e53fe,70.0,135.0,71.0,1994-09-07,16.0,0.6875
Daniel Santos,14-2-0,14.0,2.0,0.0,"5' 7""",145 lbs.,"67""",Orthodox,"Mar 12, 1995",4.76,0.0,5.03,0.51,0.0,0.4,0.73,0.0,http://ufcstats.com/fighter-details/b67d6bacc68d4c92,67.0,145.0,67.0,1995-03-12,16.0,0.875
Jakub Wiklacz,17-3-2,17.0,3.0,2.0,"5' 10""",135 lbs.,"72""",Orthodox,"Sep 10, 1996",3.07,0.0,2.47,0.36,0.0,0.0,0.28,0.0,http://ufcstats.com/fighter-details/6902fcf0610dd303,70.0,135.0,72.0,1996-09-10,22.0,0.7727272727272727
Clay Guida,38-22-0,38.0,22.0,0.0,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2.63,0.0,3.0,0.61,0.0,0.35,0.66,0.0,http://ufcstats.com/fighter-details/c47df9303d318c67,67.0,155.0,70.0,1981-12-08,60.0,0.6333333333333333
Billy Quarantillo,18-7-0,18.0,7.0,0.0,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 08, 1988",7.44,0.0,5.83,0.42,0.0,0.24,0.61,0.0,http://ufcstats.com/fighter-details/aa171d55d4b5208f,70.0,145.0,70.0,1988-12-08,25.0,0.72
